file,profile,policy,seed,belief_ttl,max_observations,sensor_mode,device,learned_model,mission_success,safe_success,unsafe_crossing,wrong_detour,observation_count,replan_count,stale_count,path_length,viewpoint_travel,brier_score,final_entropy,information_gain_per_meter,unresolved_gate_entries,dynamic_intercepted,avg_sensor_corruption_ms,avg_perception_ms,elapsed_seconds,simulation_steps
purify-learned__segmentation-degradation__seed-20004.json,segmentation-degradation,purify-learned,20004,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,8.336000000000006,4.064000000000003,0.005236573743436739,0.10370088235187418,0.4233591054670564,0,False,76.25862058997154,10.722656443715096,2.7319343108683825,561
purify-learned__segmentation-degradation__seed-20005.json,segmentation-degradation,purify-learned,20005,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,14.16000000000001,6.416000000000005,0.04721789052401232,0.5012644016275885,0.17645911107832402,0,False,79.68285462260246,10.620358943939209,3.2014891542494297,925
purify-learned__segmentation-degradation__seed-20006.json,segmentation-degradation,purify-learned,20006,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,8.336000000000006,4.064000000000003,0.0012637334141432648,0.010003526038415337,0.467437538086854,0,False,75.63688957691193,10.20697021484375,2.7367366664111614,561
purify-learned__segmentation-degradation__seed-20007.json,segmentation-degradation,purify-learned,20007,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,12.41600000000001,5.104000000000004,0.008681248760332407,0.09708893444197603,0.33951175918412374,0,False,76.02200856804848,10.910309597849846,3.409820092841983,816
purify-learned__segmentation-degradation__seed-20008.json,segmentation-degradation,purify-learned,20008,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,9.248000000000006,5.200000000000004,0.009958565659066268,0.09065719179999651,0.30393061395216237,0,False,85.05709180235863,10.923747077584267,2.8467428535223007,618
purify-learned__segmentation-degradation__seed-20009.json,segmentation-degradation,purify-learned,20009,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,10.144000000000007,4.144000000000003,0.018323511597514913,0.5286643245439687,0.3208452630888567,0,False,82.74026995897293,10.830779731273651,2.9370953645557165,674
purify-learned__segmentation-degradation__seed-20010.json,segmentation-degradation,purify-learned,20010,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,5,4,1,9.888000000000007,5.392000000000004,0.009777280857565194,0.18575624195557772,0.3318443365100392,0,False,59.88000447750092,8.57769796848297,2.9444923885166645,668
purify-learned__segmentation-degradation__seed-20011.json,segmentation-degradation,purify-learned,20011,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,9.408000000000007,3.4080000000000026,0.02715182028334282,0.024300826214947082,0.40419291491847065,0,False,86.40974351763725,151.51256357133389,3.8070671930909157,628
purify-learned__segmentation-degradation__seed-20012.json,segmentation-degradation,purify-learned,20012,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,8.336000000000006,4.064000000000003,0.004726203850354528,0.1585615130781688,0.4342098067031174,0,False,76.65149962902069,11.046674996614456,2.7495411969721317,561
purify-learned__segmentation-degradation__seed-20013.json,segmentation-degradation,purify-learned,20013,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,11.248000000000008,4.464000000000003,0.0012273406999661412,0.04724522268549985,0.42682062636566115,0,False,83.11273831129074,10.98502305150032,2.988864293321967,743
purify-learned__segmentation-degradation__seed-20014.json,segmentation-degradation,purify-learned,20014,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,5,4,1,10.320000000000007,5.760000000000004,0.02397457446713993,0.11226428787940383,0.27888032626186704,0,False,63.552664685249326,8.644969987869263,3.0768915079534054,695
purify-learned__segmentation-degradation__seed-20015.json,segmentation-degradation,purify-learned,20015,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,2,1,0,8.576000000000006,5.136000000000004,0.03814138367819067,0.4207113107315772,0.11278985382952149,0,False,156.30358719825745,184.86009120941162,3.2658477164804935,556
purify-learned__segmentation-degradation__seed-20016.json,segmentation-degradation,purify-learned,20016,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,9.904000000000007,5.184000000000004,0.013554392728395773,0.03137726790570291,0.3384013411728243,0,False,82.47723877429962,10.775223165750504,2.864376399666071,659
purify-learned__segmentation-degradation__seed-20017.json,segmentation-degradation,purify-learned,20017,60,4,camera-rgbd-corrupted,cuda:0,outputs/v3-nbv-dataset-83a969c/nbv-model.pt,True,True,False,False,4,3,1,13.76000000000001,6.416000000000005,0.012596039754865502,0.09414025749308472,0.28459002944578593,0,False,76.55554860830307,13.957570537924767,3.252347545698285,900
