file,profile,policy,seed,belief_ttl,max_observations,sensor_mode,device,learned_model,mission_success,safe_success,unsafe_crossing,wrong_detour,observation_count,replan_count,stale_count,path_length,viewpoint_travel,brier_score,final_entropy,information_gain_per_meter,unresolved_gate_entries,dynamic_intercepted,avg_sensor_corruption_ms,avg_perception_ms,elapsed_seconds,simulation_steps
fixed-multiview__segmentation-degradation__seed-20009.json,segmentation-degradation,fixed-multiview,20009,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.37600000000001,8.320000000000006,0.005924056567851862,0.24298083142873855,0.09770312982445956,0,False,97.88410345713298,13.698488334814707,3.0232779383659363,866
fixed-multiview__segmentation-degradation__seed-20010.json,segmentation-degradation,fixed-multiview,20010,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,10.800000000000008,7.0560000000000045,0.0015686257965753386,0.1078715127479813,0.13514319300236713,0,False,100.84040141105652,13.851408263047537,2.8889751099050045,705
fixed-multiview__segmentation-degradation__seed-20011.json,segmentation-degradation,fixed-multiview,20011,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.37600000000001,8.320000000000006,0.028652213468845254,0.12367279239437311,0.10532778937567623,0,False,100.41959778467815,166.37509280443192,3.4136878475546837,866
fixed-multiview__segmentation-degradation__seed-20012.json,segmentation-degradation,fixed-multiview,20012,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,0.000994159686508053,0.13325214161927895,0.17383817872573767,0,False,98.42623476187389,14.787759761015574,2.8241772428154945,596
fixed-multiview__segmentation-degradation__seed-20013.json,segmentation-degradation,fixed-multiview,20013,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.004519268724981402,0.41331553255309755,0.13502830465964577,0,False,99.91304965813954,14.279313743114471,2.468237856402993,577
fixed-multiview__segmentation-degradation__seed-20014.json,segmentation-degradation,fixed-multiview,20014,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,0.044743984880488495,0.7843601129578273,0.036510605658540696,0,False,100.86273781458537,13.44465297460556,2.8964327555149794,753
fixed-multiview__segmentation-degradation__seed-20015.json,segmentation-degradation,fixed-multiview,20015,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.0523812764557842,0.4340172884714567,0.11199741035626562,0,False,99.05589024225871,118.18005871772766,2.7317791990935802,577
fixed-multiview__segmentation-degradation__seed-20016.json,segmentation-degradation,fixed-multiview,20016,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,10.288000000000007,6.544000000000005,0.017163046233895442,0.010861430051747003,0.1511519819603075,0,False,134.22463909784952,14.262399514516195,2.9827610813081264,673
fixed-multiview__segmentation-degradation__seed-20017.json,segmentation-degradation,fixed-multiview,20017,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.0051833069099542365,0.18081647810843862,0.16676364593029466,0,False,98.06850485006969,13.952598214149475,2.374799747020006,577
fixed-multiview__segmentation-degradation__seed-20018.json,segmentation-degradation,fixed-multiview,20018,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,0.005954850422136184,0.1377439529305343,0.1116218666784973,0,False,98.46168454488118,13.785997768243154,2.8325172271579504,753
fixed-multiview__segmentation-degradation__seed-20019.json,segmentation-degradation,fixed-multiview,20019,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.08850616134956522,0.8420426715398137,0.03365094724603381,0,False,103.2443920771281,168.50398194789886,3.068741336464882,577
fixed-multiview__static-mixed__seed-20000.json,static-mixed,fixed-multiview,20000,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,11.568000000000008,8.320000000000006,4.284328909069964e-05,0.004838707264788107,0.11992609497671082,0,False,97.32673887411754,14.838829418023428,2.8465325739234686,753
fixed-multiview__static-mixed__seed-20001.json,static-mixed,fixed-multiview,20001,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.37600000000001,8.320000000000006,0.0012921726446558127,0.01737342946168574,0.11810415511277808,0,False,104.91747387250264,14.414576470851898,2.9231866877526045,866
fixed-multiview__static-mixed__seed-20002.json,static-mixed,fixed-multiview,20002,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,5.930194597356827e-05,0.027832190426972755,0.18857243785700828,0,False,97.86943972110748,14.858247876167297,2.5863299928605556,596
fixed-multiview__static-mixed__seed-20003.json,static-mixed,fixed-multiview,20003,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,10.512000000000008,5.456000000000004,9.084856227327068e-05,0.008182493463733335,0.18178473360268804,0,False,104.4964455763499,14.296717405319214,2.535641921684146,687
fixed-multiview__static-mixed__seed-20004.json,static-mixed,fixed-multiview,20004,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,4.401657959949913e-05,0.002892319090179763,0.18770852426766182,0,False,97.1336937348048,14.65114196141561,2.6595033667981625,596
fixed-multiview__static-mixed__seed-20005.json,static-mixed,fixed-multiview,20005,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.37600000000001,8.320000000000006,0.002175782346654002,0.02104836453961895,0.11879907785681794,0,False,105.33074875672658,175.5569353501002,3.383612722158432,866
fixed-multiview__static-mixed__seed-20006.json,static-mixed,fixed-multiview,20006,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,0.0003007675127366095,0.1610708351045023,0.17306847313913265,0,False,95.53038330872853,14.597772558530172,2.4799043741077185,596
fixed-multiview__static-mixed__seed-20007.json,static-mixed,fixed-multiview,20007,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,8.752000000000006,5.312000000000004,0.003931598150550972,0.23155341899091214,0.15712774165885876,0,False,99.69589265187581,170.9360983570417,3.0252258963882923,577
fixed-multiview__static-mixed__seed-20008.json,static-mixed,fixed-multiview,20008,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,9.056000000000006,5.312000000000004,0.046169411961298666,0.7899174121145269,0.055825743355323226,0,False,97.6186231772105,14.279974718888601,2.498661259189248,596
fixed-multiview__static-mixed__seed-20009.json,static-mixed,fixed-multiview,20009,60,4,camera-rgbd-corrupted,cuda:0,,True,True,False,False,3,0,0,13.37600000000001,8.320000000000006,0.00029714215575304633,0.052050400068313504,0.1163162763090779,0,False,118.50343990325928,13.984068175156912,2.9328051283955574,866
