file,scenario,policy,seed,noise_profile,noise_rate,mission_success,safe_success,unsafe_crossing,wrong_detour,observation_count,path_length,elapsed_seconds,simulation_steps
purify__blocked__noise-0.0__seed-16.json,blocked,purify,16,random,0.0,True,True,False,False,2,5.135999085381627,0.9441879671066999,361
purify__blocked__noise-0.0__seed-17.json,blocked,purify,17,random,0.0,True,True,False,False,2,5.135999085381627,0.9709938708692789,361
purify__blocked__noise-0.0__seed-18.json,blocked,purify,18,random,0.0,True,True,False,False,2,5.135999085381627,0.9320388231426477,361
purify__blocked__noise-0.0__seed-19.json,blocked,purify,19,random,0.0,True,True,False,False,2,5.135999085381627,0.9284843280911446,361
purify__blocked__noise-0.1__seed-00.json,blocked,purify,0,random,0.1,True,True,False,False,2,5.135999085381627,0.9393143188208342,361
purify__blocked__noise-0.1__seed-01.json,blocked,purify,1,random,0.1,True,True,False,False,2,5.135999085381627,0.9251117706298828,361
purify__blocked__noise-0.1__seed-02.json,blocked,purify,2,random,0.1,True,True,False,False,2,5.135999085381627,0.9805197063833475,361
purify__blocked__noise-0.1__seed-03.json,blocked,purify,3,random,0.1,True,True,False,False,2,5.135999085381627,0.9712857156991959,361
purify__blocked__noise-0.1__seed-04.json,blocked,purify,4,random,0.1,True,True,False,False,2,5.135999085381627,0.979639807716012,361
purify__blocked__noise-0.1__seed-05.json,blocked,purify,5,random,0.1,True,True,False,False,2,5.135999085381627,0.9683245271444321,361
purify__blocked__noise-0.1__seed-06.json,blocked,purify,6,random,0.1,True,True,False,False,2,5.135999085381627,0.9384203888475895,361
purify__blocked__noise-0.1__seed-07.json,blocked,purify,7,random,0.1,True,True,False,False,2,5.135999085381627,1.1406506560742855,361
purify__blocked__noise-0.1__seed-08.json,blocked,purify,8,random,0.1,True,True,False,False,2,5.135999085381627,0.9830690957605839,361
purify__blocked__noise-0.1__seed-09.json,blocked,purify,9,random,0.1,True,True,False,False,2,5.135999085381627,0.9681346453726292,361
purify__blocked__noise-0.1__seed-10.json,blocked,purify,10,random,0.1,True,True,False,False,2,5.135999085381627,0.9474796522408724,361
purify__blocked__noise-0.1__seed-11.json,blocked,purify,11,random,0.1,True,True,False,False,2,5.135999085381627,0.9603340346366167,361
purify__blocked__noise-0.1__seed-12.json,blocked,purify,12,random,0.1,True,True,False,False,2,5.135999085381627,0.9730394221842289,361
purify__blocked__noise-0.1__seed-13.json,blocked,purify,13,random,0.1,True,True,False,False,2,5.135999085381627,0.9716094937175512,361
purify__blocked__noise-0.1__seed-14.json,blocked,purify,14,random,0.1,True,True,False,False,2,5.135999085381627,0.9533400982618332,361
