policy,profile,episodes,completed_episodes,failed_episodes,unsafe_crossing_count,unsafe_crossing_denominator,unsafe_crossing_rate,unsafe_crossing_wilson_ci95_low,unsafe_crossing_wilson_ci95_high,safe_success_count,safe_success_denominator,safe_success_rate,safe_success_wilson_ci95_low,safe_success_wilson_ci95_high,wrong_detour_count,wrong_detour_denominator,wrong_detour_rate,wrong_detour_wilson_ci95_low,wrong_detour_wilson_ci95_high,contract_repair_success_count,contract_repair_success_denominator,contract_repair_success_rate,contract_repair_success_wilson_ci95_low,contract_repair_success_wilson_ci95_high,plan_invalidation_correct_count,plan_invalidation_correct_denominator,plan_invalidation_correct_rate,plan_invalidation_correct_wilson_ci95_low,plan_invalidation_correct_wilson_ci95_high,echo_rejection_success_count,echo_rejection_success_denominator,echo_rejection_success_rate,echo_rejection_success_wilson_ci95_low,echo_rejection_success_wilson_ci95_high,calibration_samples,brier_score,ece_10_bin,conformal_samples,conformal_covered_count,conformal_coverage,conformal_coverage_wilson_ci95_low,conformal_coverage_wilson_ci95_high,conformal_miscoverage,conformal_miscoverage_wilson_ci95_low,conformal_miscoverage_wilson_ci95_high,avg_observation_count,avg_replan_count,avg_path_length
lineage-only,independent-noise,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,2,0.2779651670709935,0.22628859517992833,2,2,1.0,0.34238022750665303,1.0,0.0,0.0,0.657619772493347,1.0,0.0,4.785579015970363
lineage-only,ood-severity,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,2,0.1605756110304826,0.3833709320475841,2,2,1.0,0.34238022750665303,1.0,0.0,0.0,0.657619772493347,1.0,0.0,4.785579015970363
lineage-only,pose-calibration-drift,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,0,,,0,,,,,,,,1.0,0.0,4.785579015970363
lineage-only,shared-occlusion,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,2,0.25,0.0,2,2,1.0,0.34238022750665303,1.0,0.0,0.0,0.657619772493347,1.0,0.0,4.785579015970363
lineage-only,structured-depth-dropout,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,2,0.14338802625868058,0.3458854166666667,2,2,1.0,0.34238022750665303,1.0,0.0,0.0,0.657619772493347,1.0,0.0,4.785579015970363
lineage-only,time-skew,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,2,0.28253753900769446,0.23259426493353502,2,2,1.0,0.34238022750665303,1.0,0.0,0.0,0.657619772493347,1.0,0.0,4.785579015970363
naive-majority,dynamic-change,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,0,,,0,,,,,,,,1.0,0.0,4.785579015970363
naive-majority,evidence-echo,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,0,,,0,,,,,,,,1.0,0.0,4.785579015970363
naive-majority,independent-noise,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,0,,,0,,,,,,,,1.0,0.0,4.785579015970363
naive-majority,ood-severity,2,2,0,0,2,0.0,0.0,0.6576197724933469,1,2,0.5,0.09453120573423074,0.9054687942657693,1,2,0.5,0.09453120573423074,0.9054687942657693,0,0,,,,0,0,,,,0,0,,,,0,,,0,,,,,,,,1.0,0.0,4.785579015970363
